owner_id,license_plate,brand,color
105476,DCB14B89,Toyota,Prata
100237,DAE98B89,Honda,Azul Claro
109297,AFE21B89,VW,Preto
105681,FCF90B89,Fiat,Vermelho
104346,BCB74B89,Fiat,Azul Claro
100164,FAF69B89,Chevrolet,Preto
107618,CFB84B89,Toyota,Azul Claro
106591,CBE27B89,Chevrolet,Preto
100182,FEB93B89,VW,Azul Claro
106345,FAD15B89,Honda,Branco
109799,DDE64B89,VW,Vermelho
103014,EAC37B89,Chevrolet,Prata
106296,BBD47B89,Toyota,Preto
109938,DAC55B89,Honda,Vermelho
104704,ECE94B89,Fiat,Azul Claro
106822,DDC63B89,Fiat,Vermelho
101852,DEA39B89,Chevrolet,Branco
100099,CBF28B89,VW,Vermelho
101694,DAA43B89,Chevrolet,Branco
103282,EEB93B89,Chevrolet,Branco
102935,DDF86B89,VW,Azul Claro
100423,EDA41B89,Honda,Vermelho
102053,CCB84B89,Honda,Vermelho
108430,ADB91B89,Chevrolet,Vermelho
108380,BEE39B89,Fiat,Azul Claro
107470,BFB14B89,Honda,Vermelho
103452,EFC34B89,Fiat,Prata
109918,EBC90B89,Chevrolet,Prata
101707,BDA38B89,Chevrolet,Prata
100254,BCE58B89,Honda,Preto
106562,CEF33B89,Chevrolet,Preto
103565,ECB14B89,Chevrolet,Azul Claro
101302,FAB62B89,VW,Vermelho
109485,DDF87B89,Fiat,Preto
107569,EFD59B89,Toyota,Azul Claro
103532,EEE63B89,Chevrolet,Azul Claro
100483,DCA90B89,Chevrolet,Branco
102112,CDD57B89,Honda,Branco
102712,DDE75B89,Fiat,Azul Claro
102607,DEE13B89,Honda,Prata
103143,ACE54B89,Honda,Preto
103721,DBB15B89,Chevrolet,Vermelho
109991,AEB65B89,VW,Vermelho
107571,BBA25B89,VW,Preto
100215,BAA87B89,Chevrolet,Vermelho
106095,ECF46B89,Fiat,Vermelho
104449,CEC62B89,Fiat,Prata
103102,DBB89B89,Chevrolet,Preto
103876,EEC86B89,Toyota,Branco
103590,BEC28B89,Fiat,Vermelho
107081,CBE62B89,Chevrolet,Azul Claro
101983,ECB57B89,Honda,Azul Claro
107820,CCF34B89,Fiat,Vermelho
109578,FEE91B89,Chevrolet,Azul Claro
105164,FFE31B89,Chevrolet,Vermelho
107992,FBB63B89,Toyota,Branco
100927,DFB74B89,Fiat,Vermelho
105779,CCC57B89,Honda,Prata
104588,BEF57B89,Honda,Prata
104783,ABF71B89,Honda,Preto
106654,BAC84B89,VW,Preto
105147,DFD99B89,Chevrolet,Prata
102014,FBB57B89,Chevrolet,Prata
101037,AEB27B89,VW,Preto
106929,BEE67B89,VW,Prata
107908,CBB39B89,Honda,Vermelho
109941,AEC89B89,Chevrolet,Azul Claro
106637,ECB63B89,Fiat,Vermelho
105630,BCD51B89,Honda,Preto
104322,BBA18B89,VW,Prata
109292,DFA64B89,VW,Prata
104596,BED93B89,Honda,Preto
104342,FFD15B89,Toyota,Azul Claro
103155,CBA29B89,Toyota,Preto
103625,CAC88B89,Chevrolet,Vermelho
101131,FAC80B89,Honda,Preto
102189,BDB98B89,Honda,Vermelho
105450,BFD98B89,VW,Vermelho
107931,CDC61B89,VW,Vermelho
105795,EDB32B89,Chevrolet,Branco
105168,FBD54B89,Honda,Preto
101023,BFA80B89,VW,Preto
101299,ABD29B89,Honda,Prata
101776,FDD99B89,VW,Branco
108284,DBE94B89,Toyota,Azul Claro
100524,CBF91B89,VW,Prata
108669,DCB79B89,Toyota,Preto
106886,CCC38B89,Toyota,Preto
106547,FAC64B89,Fiat,Preto
106326,ADF72B89,Fiat,Vermelho
100409,ECB28B89,VW,Preto
106307,AFF52B89,Chevrolet,Branco
101199,ECF22B89,Toyota,Preto
106122,FDD91B89,Chevrolet,Branco
105853,BDE73B89,Fiat,Branco
105012,DCB15B89,Honda,Preto
107417,CAF69B89,Toyota,Branco
102684,DDC27B89,VW,Prata
109004,BFB45B89,Toyota,Vermelho
109572,BEC49B89,Chevrolet,Branco
106959,CDF20B89,Honda,Branco
106174,AAF31B89,Toyota,Preto
107137,FCC80B89,VW,Azul Claro
100297,ECF40B89,VW,Vermelho
105725,BBE83B89,VW,Vermelho
108189,FCB67B89,Toyota,Azul Claro
106530,EFE99B89,Chevrolet,Vermelho
104010,ECB44B89,Chevrolet,Vermelho
106915,BEE52B89,Honda,Azul Claro
104447,EBA89B89,Honda,Prata
106155,DEF45B89,Honda,Prata
108841,DFC93B89,Honda,Azul Claro
100273,DCE16B89,Fiat,Azul Claro
102482,BFF19B89,Chevrolet,Preto
109488,ADD11B89,Chevrolet,Prata
107247,CEB25B89,Toyota,Prata
100664,FEB53B89,Toyota,Preto
106692,DBD58B89,Toyota,Branco
104123,BDD83B89,VW,Azul Claro
106489,CCA63B89,Toyota,Prata
104899,EBE52B89,Toyota,Azul Claro
103198,CBA90B89,Fiat,Prata
109221,BFD60B89,Toyota,Branco
102250,BAA15B89,Fiat,Vermelho
106024,BBE75B89,VW,Azul Claro
108364,BFD30B89,Honda,Branco
109851,ADB85B89,Fiat,Preto
107699,EEA49B89,Chevrolet,Preto
105459,DFA65B89,Chevrolet,Azul Claro
103901,BEA98B89,Toyota,Vermelho
101150,FCC91B89,Toyota,Prata
103615,AEA49B89,Toyota,Prata
109742,BFE74B89,Fiat,Prata
105881,FFA72B89,Fiat,Branco
102557,EBC18B89,Honda,Azul Claro
107353,AFB75B89,Honda,Prata
100454,BDF74B89,Honda,Vermelho
102483,FDC41B89,Honda,Branco
106464,DCC85B89,Toyota,Prata
100387,ACA11B89,Honda,Azul Claro
106790,DDB71B89,Chevrolet,Branco
106232,DDA47B89,Fiat,Azul Claro
101899,EAD55B89,VW,Preto
106810,FEB70B89,VW,Azul Claro
102583,FBA93B89,Toyota,Vermelho
103107,AEE92B89,Chevrolet,Prata
103991,ADF35B89,VW,Prata
104547,FDC84B89,Toyota,Preto
109220,DBD38B89,Chevrolet,Preto
108026,CFD30B89,Fiat,Azul Claro
105005,FFF11B89,Toyota,Azul Claro
105776,CCD68B89,VW,Branco
102085,FBC12B89,Honda,Vermelho
107071,BCE87B89,VW,Preto
101191,AEF52B89,Toyota,Azul Claro
101280,FDF42B89,Chevrolet,Azul Claro
109998,BDC70B89,Chevrolet,Branco
103419,ECF88B89,VW,Vermelho
100933,CCF65B89,VW,Vermelho
107165,FCF14B89,Fiat,Vermelho
108358,AAD81B89,VW,Preto
105175,DAD47B89,Toyota,Preto
106638,FED43B89,Honda,Vermelho
107683,ECC57B89,Honda,Vermelho
105648,BAC26B89,Chevrolet,Prata
103011,ECB62B89,Toyota,Prata
102814,BDC45B89,Honda,Vermelho
105237,FCD28B89,Honda,Vermelho
100536,FDE82B89,VW,Branco
102202,BAB23B89,Honda,Vermelho
104751,DAC41B89,Chevrolet,Branco
103005,AFF32B89,Honda,Vermelho
107826,ADD44B89,VW,Preto
100259,BBF84B89,Chevrolet,Prata
103135,CAF18B89,Honda,Azul Claro
102757,DBF50B89,Chevrolet,Branco
104219,BDB40B89,Fiat,Branco
106384,BDE90B89,Toyota,Prata
106004,AEE72B89,Chevrolet,Prata
106600,CAC17B89,VW,Prata
102701,CFD52B89,Fiat,Branco
102003,ACF85B89,Honda,Vermelho
101510,BED90B89,Fiat,Prata
106626,DAF60B89,Chevrolet,Prata
104914,FFA99B89,Toyota,Preto
109245,AAA76B89,Fiat,Prata
100640,FDF49B89,Fiat,Preto
107118,CFB81B89,VW,Vermelho
107851,AFD48B89,Toyota,Azul Claro
103479,BDE43B89,Honda,Azul Claro
106699,FAB65B89,VW,Vermelho
105663,ACA37B89,Honda,Preto
101716,EDB20B89,Honda,Azul Claro
107837,CEB29B89,VW,Azul Claro
106074,BBB37B89,Fiat,Vermelho
102420,AAF85B89,Fiat,Azul Claro
105259,EDB55B89,Fiat,Vermelho
101993,CEF10B89,Toyota,Azul Claro
105623,FAB59B89,VW,Prata
101346,DED67B89,Honda,Prata
105625,FFB66B89,VW,Branco
106640,AEF99B89,Honda,Vermelho
102300,DAE84B89,VW,Branco
108032,DBF83B89,VW,Azul Claro
102761,BDF87B89,Toyota,Preto
107878,DEB96B89,VW,Prata
103425,CEC85B89,Toyota,Branco
101628,DEB79B89,Chevrolet,Branco
104081,BBF85B89,Honda,Prata
106070,EBE21B89,Honda,Prata
102981,ECC56B89,Chevrolet,Preto
102230,BFB98B89,Chevrolet,Preto
106797,ECB55B89,Fiat,Prata
109958,CEB57B89,Toyota,Preto
101866,BAE71B89,Chevrolet,Preto
107429,ACE44B89,VW,Preto
109636,BBF55B89,Toyota,Preto
101121,FCD36B89,VW,Preto
105270,FDB47B89,VW,Preto
103105,EAF50B89,Toyota,Prata
106410,FDA48B89,Honda,Preto
108166,BAF91B89,VW,Preto
108339,DFA39B89,Fiat,Vermelho
109592,FDA40B89,VW,Azul Claro
104397,FCB17B89,Chevrolet,Prata
109188,FDC78B89,Toyota,Preto
100112,ADD97B89,Fiat,Vermelho
101698,CBC72B89,Honda,Branco
109537,BBB57B89,Fiat,Azul Claro
103113,AFA28B89,Chevrolet,Prata
100861,ECA18B89,VW,Branco
109792,BFF20B89,Fiat,Azul Claro
101042,ACD95B89,Fiat,Branco
109123,DBE78B89,Chevrolet,Preto
101828,BAA16B89,Fiat,Prata
108971,CAA55B89,Toyota,Vermelho
104885,AEB74B89,Toyota,Vermelho
109968,DCB74B89,Fiat,Vermelho
103073,FAF62B89,Toyota,Prata
107283,FBA74B89,VW,Prata
101048,EFB48B89,Honda,Azul Claro
100377,DEC56B89,Toyota,Prata
100357,BFB24B89,Toyota,Vermelho
102042,DCC57B89,Honda,Branco
106183,FAA57B89,Honda,Vermelho
105457,DFE40B89,Fiat,Preto
104877,ECA27B89,Toyota,Preto
101441,CFB71B89,Fiat,Azul Claro
109724,AFB49B89,Chevrolet,Preto
102522,DDF72B89,Chevrolet,Prata
103079,FAD56B89,Honda,Vermelho
108499,EFF86B89,Chevrolet,Azul Claro
106827,AAF17B89,Toyota,Preto
101713,DBE47B89,Toyota,Vermelho
104229,EBA52B89,Fiat,Azul Claro
103521,ADF63B89,Honda,Vermelho
106383,FEE42B89,Honda,Azul Claro
105341,DDD18B89,Chevrolet,Prata
101968,ACF91B89,Fiat,Vermelho
104488,BAB92B89,Chevrolet,Vermelho
102579,BEB48B89,Honda,Azul Claro
106467,CDE58B89,Chevrolet,Vermelho
106359,FFE52B89,Fiat,Branco
107115,CAF11B89,Chevrolet,Azul Claro
103248,AFD12B89,Chevrolet,Preto
107746,BFE43B89,Honda,Azul Claro
106051,FFB41B89,Honda,Preto
104054,FEE62B89,Chevrolet,Branco
101256,DCC21B89,Chevrolet,Branco
103780,CAF79B89,Fiat,Preto
105028,EAB14B89,Honda,Branco
100222,BAC66B89,VW,Branco
106258,EEC47B89,VW,Azul Claro
109779,CFA27B89,Chevrolet,Vermelho
109823,CBD80B89,Honda,Branco
107265,EAD29B89,Fiat,Vermelho
103295,FCE31B89,Fiat,Vermelho
107242,CED65B89,Toyota,Branco
104726,EBB65B89,Fiat,Azul Claro
107148,AAD15B89,Chevrolet,Branco
107153,EBD88B89,Honda,Preto
105545,DAB72B89,Honda,Vermelho
100113,FCB47B89,Chevrolet,Prata
103047,FAB20B89,Chevrolet,Preto
104495,EFB30B89,Honda,Prata
100585,BDB22B89,Fiat,Preto
104436,CAB21B89,Toyota,Azul Claro
105810,DCD44B89,VW,Azul Claro
102121,BDC69B89,Toyota,Branco
109920,BCE27B89,Chevrolet,Branco
109948,AEF59B89,Chevrolet,Preto
102741,FBB72B89,Toyota,Preto
101927,CBB92B89,Chevrolet,Prata
103769,DBD37B89,Fiat,Prata
104915,AED75B89,Chevrolet,Vermelho
102700,BCB72B89,VW,Prata
108331,AFE17B89,Chevrolet,Vermelho
107881,EBA91B89,Chevrolet,Vermelho
105368,EAA95B89,VW,Prata
108696,FED28B89,Honda,Prata
104002,AFF73B89,Toyota,Vermelho
104561,ADC46B89,VW,Preto
105471,AFB13B89,Toyota,Vermelho
106815,DCC19B89,Fiat,Azul Claro
109654,DED55B89,Fiat,Azul Claro
100135,CCC32B89,Fiat,Preto
106417,EAD38B89,Toyota,Branco
104413,DDA23B89,VW,Vermelho
107471,AAC37B89,VW,Vermelho
103173,EBC32B89,VW,Azul Claro
107907,ADE38B89,Chevrolet,Branco
105626,FFC62B89,Chevrolet,Prata
101581,FBA66B89,Chevrolet,Prata
103893,CFD57B89,Fiat,Azul Claro
109328,FAD20B89,Honda,Branco
102441,CFB58B89,VW,Branco
102087,BAD42B89,VW,Preto
109765,BCB53B89,Toyota,Azul Claro
108508,CEE69B89,VW,Vermelho
103586,BFF76B89,VW,Azul Claro
102133,ECA53B89,Toyota,Branco
103024,FBB92B89,Honda,Branco
102751,FDB26B89,VW,Preto
102011,AAE26B89,Toyota,Azul Claro
101890,CAF24B89,Toyota,Branco
106575,CEF13B89,Chevrolet,Branco
102622,FCE52B89,Honda,Preto
103265,EFE44B89,Toyota,Prata
109271,CDB36B89,Fiat,Preto
104174,BFD94B89,VW,Branco
109528,AAB91B89,Chevrolet,Preto
100268,FCD88B89,Chevrolet,Prata
102509,DBD22B89,Chevrolet,Azul Claro
108446,DCF88B89,Honda,Vermelho
106104,ECC65B89,Honda,Prata
104025,BBC62B89,Honda,Azul Claro
107562,ABA33B89,Chevrolet,Vermelho
102730,EFE33B89,VW,Azul Claro
107178,ACB42B89,Chevrolet,Vermelho
101833,FEF81B89,VW,Azul Claro
105821,EFF73B89,Fiat,Vermelho
105597,CEC17B89,Chevrolet,Vermelho
108302,EBD54B89,Chevrolet,Vermelho
101139,CCF89B89,Honda,Vermelho
103009,EAE73B89,Chevrolet,Prata
101294,DDE71B89,VW,Preto
107755,EAA63B89,VW,Branco
103296,CBD64B89,Chevrolet,Vermelho
104291,FDF95B89,Chevrolet,Prata
101687,DDF59B89,Fiat,Vermelho
106181,ADD85B89,Fiat,Branco
106324,FFB76B89,Toyota,Preto
100653,AAA31B89,Fiat,Vermelho
105468,DBD95B89,VW,Branco
102116,CFB99B89,Chevrolet,Preto
101113,FDE37B89,Toyota,Prata
104679,DBB37B89,Chevrolet,Vermelho
102315,DBB12B89,Fiat,Azul Claro
100930,DBF28B89,VW,Preto
100373,BEE29B89,Fiat,Azul Claro
102099,EFE38B89,VW,Vermelho
107932,AAD11B89,Honda,Branco
108870,CCE88B89,Toyota,Branco
106603,DED64B89,Toyota,Preto
108421,BCA93B89,Chevrolet,Vermelho
107295,EDE93B89,Toyota,Branco
104225,EBC72B89,Chevrolet,Vermelho
107587,BEC68B89,VW,Branco
103433,BBF61B89,Toyota,Prata
107389,EDF92B89,VW,Prata
108891,FCB89B89,Toyota,Azul Claro
102895,FDA63B89,Fiat,Branco
103245,ECA49B89,Chevrolet,Azul Claro
102132,EDD58B89,Fiat,Prata
105637,BAA49B89,Honda,Preto
105510,BFE85B89,Fiat,Branco
100041,FBC15B89,Toyota,Branco
108977,ABE42B89,VW,Prata
100862,EAD92B89,Honda,Preto
105091,FFA22B89,Honda,Preto
105210,FDF71B89,VW,Preto
108370,CCE69B89,Chevrolet,Preto
102864,EBD54B89,Fiat,Preto
102298,CCA45B89,Honda,Vermelho
102626,DFE50B89,VW,Prata
107475,CBF90B89,Chevrolet,Azul Claro
106652,BBF42B89,Toyota,Branco
103358,DFF97B89,VW,Azul Claro
106700,BAC11B89,Toyota,Azul Claro
105999,EEE67B89,VW,Vermelho
100566,EAB26B89,Chevrolet,Preto
109704,FFB15B89,Toyota,Prata
106731,CBB46B89,VW,Branco
109418,CBB75B89,Chevrolet,Vermelho
101305,EAF87B89,VW,Azul Claro
106226,ECD49B89,Fiat,Preto
109673,BFB66B89,Honda,Prata
107376,CDA25B89,Toyota,Vermelho
106964,CCE79B89,Fiat,Prata
107277,FAE27B89,Toyota,Prata
106799,CDE11B89,VW,Branco
108124,FEB28B89,Toyota,Vermelho
100969,ACD19B89,Toyota,Prata
103566,EBB31B89,Chevrolet,Preto
100054,EEB95B89,VW,Prata
105878,FFB20B89,Honda,Vermelho
109468,CEA12B89,Chevrolet,Prata
109692,FFE11B89,VW,Branco
107474,FAB41B89,VW,Prata
109683,BCC42B89,Fiat,Preto
106218,AEB86B89,Fiat,Azul Claro
100735,AFB22B89,Chevrolet,Vermelho
104391,DDC56B89,VW,Vermelho
106492,CDB62B89,Honda,Vermelho
103547,EBD40B89,Toyota,Preto
105954,EFA74B89,Fiat,Branco
100720,ABB49B89,Toyota,Preto
102439,DCD49B89,Chevrolet,Azul Claro
106913,FCD42B89,Honda,Preto
100426,EBD66B89,Honda,Vermelho
103733,DBE62B89,VW,Preto
106439,DBC81B89,VW,Prata
104396,CAA47B89,Chevrolet,Prata
106549,EBA27B89,Honda,Vermelho
104484,BCC81B89,Chevrolet,Preto
100161,BEB90B89,Toyota,Preto
107276,ACB67B89,Honda,Azul Claro
107871,DBB92B89,VW,Azul Claro
109808,ABA66B89,Toyota,Branco
109291,FEC81B89,Fiat,Azul Claro
100420,BFB63B89,VW,Prata
100284,BBB90B89,Toyota,Preto
108332,CAB95B89,Fiat,Vermelho
106366,DBA26B89,VW,Azul Claro
107889,ECD91B89,VW,Prata
102295,BBF76B89,Fiat,Preto
103411,BFA80B89,Honda,Vermelho
106049,EAB33B89,Honda,Preto
108096,BFE38B89,Toyota,Prata
108254,EAB74B89,Chevrolet,Vermelho
105933,FEA97B89,Fiat,Azul Claro
107614,FBB38B89,VW,Vermelho
107877,BBD40B89,Honda,Azul Claro
102796,ECC59B89,Honda,Preto
106767,ABB95B89,VW,Branco
103637,DED70B89,Chevrolet,Preto
105642,BFE90B89,VW,Azul Claro
107594,DCE18B89,Fiat,Vermelho
107000,BFF99B89,Fiat,Preto
109957,CED39B89,VW,Azul Claro
100160,FBF72B89,Chevrolet,Preto
104100,DFC87B89,Honda,Prata
103760,ABF10B89,Chevrolet,Branco
108092,BED14B89,Chevrolet,Preto
108193,EEB45B89,VW,Prata
107704,FCD50B89,Toyota,Branco
105217,CDF24B89,Toyota,Prata
104045,ADD42B89,Chevrolet,Vermelho
101720,BDB55B89,Fiat,Preto
105990,EAE83B89,Fiat,Preto
106628,EAD46B89,Toyota,Branco
103668,DCC74B89,Chevrolet,Prata
106316,FFD15B89,Chevrolet,Vermelho
100221,EFB90B89,Chevrolet,Branco
105500,BBE32B89,Fiat,Branco
104116,EAD20B89,Chevrolet,Branco
109658,CDC29B89,VW,Branco
104280,FDF42B89,Chevrolet,Preto
102325,FCE12B89,Honda,Prata
103288,DDC31B89,Honda,Azul Claro
105803,BAC91B89,Fiat,Vermelho
104110,FED31B89,Honda,Prata
103848,ABB94B89,VW,Branco
103252,FAC41B89,VW,Vermelho
104325,EAC87B89,Fiat,Vermelho
100155,CDB58B89,Fiat,Branco
101606,FAB28B89,Chevrolet,Prata
109119,CCE92B89,Chevrolet,Prata
103707,CBF82B89,Honda,Branco
101276,DAF77B89,Toyota,Preto
104887,CBF96B89,Fiat,Preto
105199,FDA39B89,VW,Vermelho
109895,ADE44B89,Fiat,Vermelho
109279,ECB36B89,VW,Prata
107789,FDF86B89,Honda,Preto
106047,AEF56B89,Honda,Branco
103128,EEA68B89,Honda,Prata
104283,CBA34B89,VW,Azul Claro
102950,FAE18B89,Honda,Azul Claro
106075,CEE12B89,Honda,Vermelho
109758,EBE28B89,VW,Branco
107885,DCF42B89,VW,Branco
109213,FEB11B89,VW,Branco
104807,CBF39B89,Toyota,Preto
108028,ABA25B89,Toyota,Azul Claro
105023,CBC19B89,Fiat,Azul Claro
109437,DDD68B89,Toyota,Vermelho
101939,DFA29B89,Chevrolet,Azul Claro
107991,BED87B89,VW,Azul Claro
107456,BDB53B89,Toyota,Preto
103940,EEF57B89,VW,Vermelho
100841,FCC33B89,Fiat,Vermelho
101820,DEB34B89,Toyota,Azul Claro
105219,FBF35B89,Toyota,Preto
104624,AEE52B89,VW,Prata
106717,BAD85B89,Honda,Prata
100855,CCC35B89,VW,Vermelho
106911,EDB76B89,Honda,Prata
104993,EEC43B89,Fiat,Prata
101602,BEB17B89,Fiat,Prata
105884,DCC79B89,Fiat,Azul Claro
104476,AFD21B89,Honda,Preto
102388,DEC95B89,Fiat,Prata
103498,EBA48B89,Honda,Prata
106280,DCE71B89,Toyota,Azul Claro
100447,CCA20B89,Fiat,Azul Claro
101269,FAB48B89,Toyota,Azul Claro
107058,CBB67B89,Fiat,Preto
108676,EEE27B89,Chevrolet,Prata
106478,CBA20B89,Honda,Vermelho
106510,DED51B89,VW,Azul Claro
106381,FFA12B89,Chevrolet,Branco
108947,BED36B89,Chevrolet,Preto
108186,EAC83B89,Toyota,Azul Claro
103233,CDB16B89,Toyota,Branco
100630,FCD77B89,Chevrolet,Prata
104049,AFA69B89,Honda,Preto
100261,CEB26B89,Honda,Branco
108991,EBE24B89,VW,Branco
109430,ABB58B89,Chevrolet,Preto
107927,BAD79B89,Fiat,Azul Claro
103687,BED69B89,Honda,Azul Claro
101358,EBD43B89,Chevrolet,Preto
108149,CCC28B89,VW,Preto
108506,EAF75B89,Fiat,Preto
105245,CFA92B89,Toyota,Preto
106664,CFC87B89,VW,Preto
102156,EAB99B89,Fiat,Azul Claro
105675,DED41B89,Chevrolet,Vermelho
102240,DEB39B89,VW,Vermelho
108982,EAA39B89,Chevrolet,Preto
106254,ABE77B89,Honda,Vermelho
101320,ECF43B89,Fiat,Preto
105386,CFD46B89,Toyota,Prata
107828,CDE35B89,Chevrolet,Branco
103938,FCB71B89,Honda,Preto
102658,DAF34B89,Toyota,Azul Claro
108410,DDA57B89,Honda,Azul Claro
107312,AEF22B89,Toyota,Vermelho
105288,ACE23B89,Toyota,Prata
109935,CBB65B89,VW,Azul Claro
103699,FBD17B89,Honda,Prata
103072,AAB47B89,Chevrolet,Vermelho
103120,DFF35B89,Fiat,Vermelho
104051,FAC14B89,Honda,Branco
103058,FBC92B89,Toyota,Preto
109622,CEC95B89,Fiat,Vermelho
100551,EBB14B89,VW,Azul Claro
108009,FCD10B89,Fiat,Vermelho
107158,DBA57B89,Honda,Prata
107202,CEB51B89,Fiat,Azul Claro
106500,AAF41B89,Chevrolet,Branco
107398,AFD95B89,VW,Azul Claro
106567,ACF10B89,Honda,Azul Claro
103886,EDB99B89,VW,Preto
100149,CAA18B89,VW,Azul Claro
107577,CCF58B89,Fiat,Prata
100094,CDE19B89,VW,Branco
107384,CCC20B89,Toyota,Prata
106240,FBA26B89,Chevrolet,Vermelho
104978,CAC51B89,Chevrolet,Preto
107073,EAB43B89,Fiat,Vermelho
100670,EDE22B89,Honda,Azul Claro
108269,BFE49B89,VW,Preto
101496,FFD55B89,Honda,Azul Claro
107858,ABE67B89,Honda,Preto
100000,AFC33B89,VW,Branco
103121,CEA36B89,Toyota,Preto
109454,CCA38B89,Fiat,Preto
107356,ECE77B89,Honda,Azul Claro
106764,DEC87B89,VW,Preto
105517,DFA69B89,Chevrolet,Preto
108852,AFE55B89,Honda,Branco
106933,ECF87B89,Fiat,Preto
103589,DEF80B89,Honda,Vermelho
105580,DAB73B89,Honda,Branco
108371,ABE94B89,Honda,Prata
104724,AEC38B89,Chevrolet,Vermelho
108655,EAA56B89,Fiat,Azul Claro
103266,DCE33B89,Toyota,Vermelho
106290,AAE31B89,Toyota,Prata
101929,BFA10B89,VW,Preto
107425,AAE44B89,Fiat,Branco
105513,CDA83B89,VW,Preto
109482,DCA27B89,Toyota,Branco
107840,EDE22B89,Fiat,Azul Claro
106560,DDA14B89,Toyota,Branco
103151,DDC72B89,VW,Branco
105857,DFC16B89,Toyota,Azul Claro
102778,EEE45B89,Honda,Prata
104281,CDC80B89,Fiat,Vermelho
109453,ECD67B89,Fiat,Preto
108465,ADD13B89,Toyota,Preto
101634,FCD53B89,VW,Prata
102783,FBC19B89,Fiat,Prata
107267,ABF55B89,Toyota,Azul Claro
108015,BFD60B89,Chevrolet,Vermelho
103449,BCD20B89,VW,Preto
101479,ABF97B89,Fiat,Vermelho
105576,BBB62B89,Honda,Vermelho
102150,DDF79B89,Honda,Preto
108367,EFF55B89,Chevrolet,Prata
101498,DAA80B89,Toyota,Azul Claro
108351,DDB17B89,Chevrolet,Branco
108307,FCC46B89,VW,Vermelho
104574,ACC46B89,Toyota,Prata
107911,AFE23B89,Chevrolet,Preto
106189,EAF83B89,Fiat,Preto
104929,CFB10B89,Honda,Prata
108206,DBE14B89,VW,Preto
106023,BCF94B89,Chevrolet,Branco
105862,AAE77B89,VW,Azul Claro
103781,FAA52B89,VW,Branco
107680,ADC36B89,Toyota,Branco
104880,CBB75B89,Honda,Vermelho
102573,BEF70B89,VW,Branco
102330,FBA39B89,VW,Vermelho
105110,DDF80B89,VW,Branco
109772,ACE27B89,Fiat,Vermelho
106894,AEE75B89,Fiat,Preto
102059,FFB98B89,Honda,Vermelho
109323,FDF79B89,Honda,Branco
107040,DBC17B89,VW,Branco
107023,ECD60B89,Chevrolet,Branco
109320,DDB97B89,Toyota,Vermelho
108247,DDD98B89,Honda,Vermelho
107506,EEC41B89,Fiat,Vermelho
103020,DFD65B89,Honda,Vermelho
109327,CBA93B89,Toyota,Prata
104358,FDF75B89,Toyota,Azul Claro
102678,BAF76B89,Fiat,Branco
102657,CAF82B89,Honda,Vermelho
102842,DAA80B89,Toyota,Prata
109913,BCD56B89,Honda,Azul Claro
100316,AEE97B89,Toyota,Azul Claro
104873,DCC45B89,Fiat,Prata
102159,FFD74B89,Fiat,Preto
102973,BBE82B89,Toyota,Prata
104629,CDD64B89,Fiat,Azul Claro
109618,ACF53B89,Fiat,Preto
106608,EAD82B89,Honda,Branco
107428,ABE95B89,VW,Prata
109952,CFF35B89,Chevrolet,Prata
107467,CAF76B89,Chevrolet,Azul Claro
104534,ADC40B89,Chevrolet,Prata
103684,CDA38B89,Toyota,Prata
102632,CCF58B89,Chevrolet,Preto
102645,FBC33B89,Chevrolet,Branco
102549,FFF56B89,Honda,Prata
106556,CEB38B89,VW,Branco
101639,DEB72B89,VW,Branco
103276,CCA72B89,Honda,Prata
107701,EEF52B89,VW,Branco
102812,DBF88B89,Toyota,Preto
106804,CCA84B89,VW,Preto
102959,CFA29B89,Honda,Vermelho
109655,DCE41B89,Fiat,Vermelho
108530,CBA45B89,Chevrolet,Vermelho
109582,EDE20B89,Toyota,Preto
100282,BBB82B89,Fiat,Branco
104721,EDF61B89,Fiat,Vermelho
107770,CEF62B89,VW,Vermelho
105019,ECC45B89,VW,Branco
102602,EDC33B89,Honda,Prata
107761,FFE92B89,VW,Prata
105726,EAA11B89,Toyota,Preto
104061,AFA84B89,Chevrolet,Azul Claro
101965,BFC40B89,Honda,Branco
104948,DAF10B89,Toyota,Preto
104757,FDC15B89,Fiat,Prata
101584,BEF69B89,Fiat,Branco
102025,FFA32B89,Honda,Branco
108031,FBB72B89,Chevrolet,Branco
102909,FAA95B89,Honda,Branco
104285,DEE23B89,Toyota,Azul Claro
101215,EAB60B89,VW,Preto
108253,AEB21B89,Honda,Vermelho
100867,ADE56B89,Fiat,Branco
103539,CAD13B89,Chevrolet,Azul Claro
103106,BFF18B89,Honda,Prata
105657,DAD69B89,Chevrolet,Branco
105033,EAE82B89,VW,Branco
109174,BFD98B89,Honda,Branco
104958,AED36B89,VW,Vermelho
101343,DDC52B89,Honda,Prata
109561,ACD46B89,Chevrolet,Vermelho
105515,EFC16B89,VW,Branco
103662,EFC14B89,Fiat,Branco
106587,BCD41B89,Toyota,Prata
105250,CCC92B89,VW,Azul Claro
100049,ABD13B89,VW,Branco
108537,CCA39B89,VW,Vermelho
107836,CCD95B89,VW,Preto
108095,AED42B89,VW,Vermelho
105069,DCE70B89,Honda,Prata
107120,DCC56B89,VW,Preto
100700,EEB53B89,Fiat,Preto
108018,FDA37B89,Honda,Preto
109833,CCA69B89,Honda,Vermelho
